"//table[@name=""attackmodes""]/column[@name=""id""][text()=1]/../column[@name=""strName""]",baseball bat swing,棒球棒挥击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=7]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=7]/../column[@name=""vAttackPhrases""]","swings at,thrusts at,stabs at","swings at,thrusts at,stabs at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=8]/../column[@name=""strName""]",throwing knife throw,投掷匕首
"//table[@name=""attackmodes""]/column[@name=""id""][text()=8]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=8]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=8]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=9]/../column[@name=""strName""]",Anishinaabe knife stab,ATN部落刀戳刺
"//table[@name=""attackmodes""]/column[@name=""id""][text()=9]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=9]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=9]/../column[@name=""vAttackPhrases""]","swings at,thrusts at,stabs at","swings at,thrusts at,stabs at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=10]/../column[@name=""strName""]",Anishinaabe knife throw,投掷ATN部落匕首
"//table[@name=""attackmodes""]/column[@name=""id""][text()=10]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=10]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=10]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=11]/../column[@name=""strName""]",scrap knife stab,废料刀戳刺
"//table[@name=""attackmodes""]/column[@name=""id""][text()=11]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=11]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=11]/../column[@name=""vAttackPhrases""]","swings at,thrusts at,stabs at","swings at,thrusts at,stabs at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=12]/../column[@name=""strName""]",scrap knife throw,投掷废料刀
"//table[@name=""attackmodes""]/column[@name=""id""][text()=12]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=12]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=12]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=13]/../column[@name=""strName""]",scrap machete slash,废料砍刀斜击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=13]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=13]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=13]/../column[@name=""vAttackPhrases""]","swings at,thrusts at","swings at,thrusts at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=14]/../column[@name=""strName""]",shield bash,盾牌推击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=14]/../column[@name=""strNotes""]",scrap metal,废金属
"//table[@name=""attackmodes""]/column[@name=""id""][text()=14]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=14]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=15]/../column[@name=""strName""]",broadhead arrow shot,宽头箭头射击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=15]/../column[@name=""strNotes""]",compound bow w/quiver,带箭筒的复合弓
"//table[@name=""attackmodes""]/column[@name=""id""][text()=15]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=15]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=16]/../column[@name=""strName""]",crude piercing arrow shot,粗制刺穿箭射击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=16]/../column[@name=""strNotes""]",compound bow w/quiver,带箭筒的复合弓
"//table[@name=""attackmodes""]/column[@name=""id""][text()=16]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=16]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=17]/../column[@name=""strName""]",crude broadhead arrow shot,粗制宽头箭射击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=17]/../column[@name=""strNotes""]",compound bow w/quiver,带箭筒的复合弓
"//table[@name=""attackmodes""]/column[@name=""id""][text()=17]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=17]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=18]/../column[@name=""strName""]",nail board bash,钉板猛击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=18]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=18]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=18]/../column[@name=""vAttackPhrases""]","swings at,thrusts at","swings at,thrusts at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=19]/../column[@name=""strName""]",shield bash,盾牌猛击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=19]/../column[@name=""strNotes""]",wooden,木质
"//table[@name=""attackmodes""]/column[@name=""id""][text()=19]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=19]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=20]/../column[@name=""strName""]",sharpened spear throw,投掷磨尖的长矛
"//table[@name=""attackmodes""]/column[@name=""id""][text()=20]/../column[@name=""strNotes""]",Strapped,捆绑的
"//table[@name=""attackmodes""]/column[@name=""id""][text()=20]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=20]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=21]/../column[@name=""strName""]",hardened spear throw,投掷硬化长矛
"//table[@name=""attackmodes""]/column[@name=""id""][text()=21]/../column[@name=""strNotes""]",Strapped,捆绑的
"//table[@name=""attackmodes""]/column[@name=""id""][text()=21]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=21]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=22]/../column[@name=""strName""]",broad spear throw,投掷宽长矛
"//table[@name=""attackmodes""]/column[@name=""id""][text()=22]/../column[@name=""strNotes""]",Strapped,捆绑的
"//table[@name=""attackmodes""]/column[@name=""id""][text()=22]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=22]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=23]/../column[@name=""strName""]",12-gauge 00 buckshot,12口径00铅弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=23]/../column[@name=""strNotes""]",sawoff,短截
"//table[@name=""attackmodes""]/column[@name=""id""][text()=23]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=23]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=24]/../column[@name=""strName""]",12-gauge slug,12口径子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=24]/../column[@name=""strNotes""]",sawoff,短截
"//table[@name=""attackmodes""]/column[@name=""id""][text()=24]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=24]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=25]/../column[@name=""strName""]",.45 FMJ round,.45 FMJ 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=25]/../column[@name=""strNotes""]",suppressed standard pistol,标准消音手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=25]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=25]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=26]/../column[@name=""strName""]",.45 JHP round,.45 JHP 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=26]/../column[@name=""strNotes""]",suppressed standard pistol,标准消音手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=26]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=26]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=27]/../column[@name=""strName""]",12-gauge 00 buckshot,12口径00铅弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=27]/../column[@name=""strNotes""]",SBS4NoStock,SBS4无枪托
"//table[@name=""attackmodes""]/column[@name=""id""][text()=27]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=27]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=28]/../column[@name=""strName""]",12-gauge slug,12口径子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=28]/../column[@name=""strNotes""]",SBS4NoStock,SBS4无枪托
"//table[@name=""attackmodes""]/column[@name=""id""][text()=28]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=28]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=29]/../column[@name=""strName""]",.308 AP round,.308 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=29]/../column[@name=""strNotes""]",hunting rifle,猎枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=29]/../column[@name=""strWieldPhrase""]",readies their .308 hunting rifle,readies their .308 hunting rifle
"//table[@name=""attackmodes""]/column[@name=""id""][text()=29]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=30]/../column[@name=""strName""]",.308 AP round,.308 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=30]/../column[@name=""strNotes""]",scoped hunting rifle,带瞄准镜的猎枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=30]/../column[@name=""strWieldPhrase""]","peers through their scoped .308, lining up a shot at","peers through their scoped .308, lining up a shot at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=30]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=31]/../column[@name=""strName""]",.357 AP round,.357 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=31]/../column[@name=""strNotes""]",standard revolver,标准左轮手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=31]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=31]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=32]/../column[@name=""strName""]",.45 AP round,.45 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=32]/../column[@name=""strNotes""]",standard pistol,标准手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=32]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=32]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=33]/../column[@name=""strName""]",.45 AP round,.45 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=33]/../column[@name=""strNotes""]",suppressed standard pistol,标准消音手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=33]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=33]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=34]/../column[@name=""strName""]",.308 FMJ round,.308 FMJ 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=34]/../column[@name=""strNotes""]",Makeshift rifle,简易步枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=34]/../column[@name=""strWieldPhrase""]",readies their .308 hunting rifle,readies their .308 hunting rifle
"//table[@name=""attackmodes""]/column[@name=""id""][text()=34]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=35]/../column[@name=""strName""]",.308 SP round,.308 SP 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=35]/../column[@name=""strNotes""]",Makeshift rifle,简易步枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=35]/../column[@name=""strWieldPhrase""]",readies their .308 hunting rifle,readies their .308 hunting rifle
"//table[@name=""attackmodes""]/column[@name=""id""][text()=35]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=36]/../column[@name=""strName""]",.308 AP round,.308 AP子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=36]/../column[@name=""strNotes""]",Makeshift rifle,简易步枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=36]/../column[@name=""strWieldPhrase""]",readies their .308 hunting rifle,readies their .308 hunting rifle
"//table[@name=""attackmodes""]/column[@name=""id""][text()=36]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=37]/../column[@name=""strName""]",.308 FMJ round,.308 FMJ 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=37]/../column[@name=""strNotes""]",Makeshift scoped rifle,简易瞄准步枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=37]/../column[@name=""strWieldPhrase""]","peers through their scoped .308, lining up a shot at","peers through their scoped .308, lining up a shot at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=37]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=38]/../column[@name=""strName""]",.308 SP round,.308 SP 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=38]/../column[@name=""strNotes""]",Makeshift scoped rifle,简易瞄准步枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=38]/../column[@name=""strWieldPhrase""]","peers through their scoped .308, lining up a shot at","peers through their scoped .308, lining up a shot at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=38]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=39]/../column[@name=""strName""]",.308 AP round,.308 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=39]/../column[@name=""strNotes""]",Makeshift scoped rifle,简易瞄准步枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=39]/../column[@name=""strWieldPhrase""]","peers through their scoped .308, lining up a shot at","peers through their scoped .308, lining up a shot at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=39]/../column[@name=""vAttackPhrases""]","pops a shot off at,fires their .308 at,takes a shot at,fires at","pops a shot off at,fires their .308 at,takes a shot at,fires at"
"//table[@name=""attackmodes""]/column[@name=""id""][text()=40]/../column[@name=""strName""]",12-gauge 00 buckshot,12口径00铅弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=40]/../column[@name=""strNotes""]",Makeshift short,简易短管
"//table[@name=""attackmodes""]/column[@name=""id""][text()=40]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=40]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=41]/../column[@name=""strName""]",12-gauge slug,12口径子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=41]/../column[@name=""strNotes""]",Makeshift short,简易短管
"//table[@name=""attackmodes""]/column[@name=""id""][text()=41]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=41]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=42]/../column[@name=""strName""]",12-gauge 00 buckshot,12口径00铅弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=42]/../column[@name=""strNotes""]",Makeshift long,简易长管
"//table[@name=""attackmodes""]/column[@name=""id""][text()=42]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=42]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=43]/../column[@name=""strName""]",12-gauge slug,12口径子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=43]/../column[@name=""strNotes""]",Makeshift long,简易长管
"//table[@name=""attackmodes""]/column[@name=""id""][text()=43]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=43]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=44]/../column[@name=""strName""]",.45 FMJ round,.45 FMJ 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=44]/../column[@name=""strNotes""]",Makeshift pistol,简易手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=44]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=44]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=45]/../column[@name=""strName""]",.45 JHP round,.45 JHP 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=45]/../column[@name=""strNotes""]",Makeshift pistol,简易手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=45]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=45]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=46]/../column[@name=""strName""]",.45 AP round,.45 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=46]/../column[@name=""strNotes""]",Makeshift pistol,简易手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=46]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=46]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=47]/../column[@name=""strName""]",12-gauge breach,12-口径 破甲
"//table[@name=""attackmodes""]/column[@name=""id""][text()=47]/../column[@name=""strNotes""]",Perforator,钻孔
"//table[@name=""attackmodes""]/column[@name=""id""][text()=47]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=47]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=48]/../column[@name=""strName""]",12-gauge breach,12-口径 破甲
"//table[@name=""attackmodes""]/column[@name=""id""][text()=48]/../column[@name=""strNotes""]",SBS4,SBS4
"//table[@name=""attackmodes""]/column[@name=""id""][text()=48]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=48]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=49]/../column[@name=""strName""]",12-gauge breach,12-口径 破甲
"//table[@name=""attackmodes""]/column[@name=""id""][text()=49]/../column[@name=""strNotes""]",sawoff,短截
"//table[@name=""attackmodes""]/column[@name=""id""][text()=49]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=49]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=50]/../column[@name=""strName""]",12-gauge breach,12-口径 破甲
"//table[@name=""attackmodes""]/column[@name=""id""][text()=50]/../column[@name=""strNotes""]",SBS4 sawoff,SBS4 短截
"//table[@name=""attackmodes""]/column[@name=""id""][text()=50]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=50]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=51]/../column[@name=""strName""]",12-gauge breach,12-口径 破甲
"//table[@name=""attackmodes""]/column[@name=""id""][text()=51]/../column[@name=""strNotes""]",Makeshift,简易
"//table[@name=""attackmodes""]/column[@name=""id""][text()=51]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=51]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=52]/../column[@name=""strName""]",12-gauge breach,12-口径 破甲
"//table[@name=""attackmodes""]/column[@name=""id""][text()=52]/../column[@name=""strNotes""]",Makeshift,简易
"//table[@name=""attackmodes""]/column[@name=""id""][text()=52]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=52]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=53]/../column[@name=""strName""]",thrown ball bearing,投掷钢珠
"//table[@name=""attackmodes""]/column[@name=""id""][text()=53]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=53]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=53]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=54]/../column[@name=""strName""]",slung ball bearing,弹弓射出钢珠
"//table[@name=""attackmodes""]/column[@name=""id""][text()=54]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=54]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=54]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=55]/../column[@name=""strName""]",ball bearing shot,钢珠射击
"//table[@name=""attackmodes""]/column[@name=""id""][text()=55]/../column[@name=""strNotes""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=55]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=55]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=56]/../column[@name=""strName""]",.357 FMJ round,.357 FMJ 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=56]/../column[@name=""strNotes""]",Makeshift,简易手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=56]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=56]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=57]/../column[@name=""strName""]",.357 JHP round,.357 JHP 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=57]/../column[@name=""strNotes""]",Makeshift,简易手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=57]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=57]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=58]/../column[@name=""strName""]",.357 AP round,.357 AP 子弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=58]/../column[@name=""strNotes""]",Makeshift,简易手枪
"//table[@name=""attackmodes""]/column[@name=""id""][text()=58]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=58]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=59]/../column[@name=""strName""]",.357 FMJ round,.357 FMJ 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=59]/../column[@name=""strNotes""]",Zipgun,Zipgun
"//table[@name=""attackmodes""]/column[@name=""id""][text()=59]/../column[@name=""strWieldPhrase""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=59]/../column[@name=""vAttackPhrases""]",,
"//table[@name=""attackmodes""]/column[@name=""id""][text()=60]/../column[@name=""strName""]",.357 JHP round,.357 JHP 弹
"//table[@name=""attackmodes""]/column[@name=""id""][text()=60]/../column[@name=""strNotes""]",Zipgun,Zipgun
